"Package";"Version";"License";"NeedsCompilation";"recDep";"depLen";"OBSpkg";"File";"OBSVersion"
"spider";"1.5.0";"MIT + file LICENSE";"no";"ape pegas Rcpp adegenet ade4 igraph shiny ggplot2 seqinr spdep reshape2 dplyr vegan pixmap sp ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr pkgconfig plyr stringr segmented httpuv mime jsonlite xtable htmltools sourcetools later promises crayon fastmap spData sf deldir LearnBayes coda expm gmodels permute gdata BH testthat farver labeling munsell RColorBrewer viridisLite classInt DBI units raster stringi cli fansi pillar purrr e1071 assertthat gtools colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";86;NA;NA;NA
"spiderbar";"0.2.3";"MIT + file LICENSE";"yes";"Rcpp";1;"R-spiderbar";"spiderbar_0.2.2.tar.gz";"0.2.2"
"spiders";"1.2";"GPL (>= 2.0)";"no";"plyr Rcpp";2;"R-spiders";"spiders_1.2.tar.gz";"1.2"
"SPIGA";"1.0.0";"GPL-2";"no";"GA foreach iterators cli crayon Rcpp RcppArmadillo assertthat glue fansi";10;NA;NA;NA
"spikes";"1.1";"GPL (>= 2)";"no";"emdbook plyr coda bbmle numDeriv bdsmatrix mvtnorm Rcpp";8;NA;NA;NA
"spikeslab";"1.1.5";"GPL (>= 3)";"yes";"lars randomForest";2;"R-spikeslab";"spikeslab_1.1.5.tar.gz";"1.1.5"
"spikeSlabGAM";"1.1-15";"CC BY-NC-SA 4.0";"yes";"akima coda ggplot2 gridExtra MCMCpack mvtnorm R2WinBUGS reshape scales sp digest glue gtable isoband rlang tibble withr mcmc quantreg plyr farver labeling lifecycle munsell R6 RColorBrewer viridisLite Rcpp testthat colorspace SparseM MatrixModels cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";54;NA;NA;NA
"SPIn";"1.1";"GPL (>= 2)";"no";"quadprog";1;"R-SPIn";"SPIn_1.1.tar.gz";"1.1"
"SPINA";"4.1.0";"BSD_3_clause + file LICENSE";"no";"";0;"R-SPINA";"SPINA_4.1.0.tar.gz";"4.1.0"
"spinBayes";"0.1.0";"GPL-2";"yes";"Rcpp glmnet RcppArmadillo foreach shape iterators";6;NA;NA;NA
"spind";"2.2.0";"GPL-3";"no";"gee geepack splancs waveslim rje stringr ggplot2 RColorBrewer rlang broom magrittr digest glue gtable isoband scales tibble withr knitr sp stringi backports dplyr generics purrr reshape2 tidyr Rcpp testthat evaluate highr markdown yaml xfun farver labeling lifecycle munsell R6 viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat tidyselect mime colorspace utf8 plyr pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";63;NA;NA;NA
"spinebil";"0.1.0";"GPL-3";"no";"tourr ggplot2 tibble dplyr tidyr tictoc magrittr ellipsis generics glue lifecycle R6 rlang tidyselect vctrs digest gtable isoband scales withr cli crayon fansi pillar pkgconfig purrr Rcpp stringi assertthat testthat utf8 farver labeling munsell RColorBrewer viridisLite colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";49;NA;NA;NA
"spinifex";"0.1.0";"GPL-3";"no";"tourr dplyr GGally ggplot2 plotly tibble webshot ellipsis generics glue lifecycle magrittr R6 rlang tidyselect vctrs gtable plyr progress RColorBrewer reshape scales digest isoband withr httr jsonlite viridisLite base64enc htmltools htmlwidgets tidyr hexbin lazyeval crosstalk purrr data.table promises cli crayon fansi pillar pkgconfig callr processx assertthat Rcpp yaml curl mime openssl testthat utf8 hms prettyunits later farver labeling munsell stringi BH colorspace askpass ps evaluate pkgload praise sys desc pkgbuild rprojroot rstudioapi backports";73;NA;NA;NA
"spinyReg";"0.1-0";"GPL (>= 2)";"no";"";0;"R-spinyReg";"spinyReg_0.1-0.tar.gz";"0.1-0"
"spiR";"0.1.1";"MIT + file LICENSE";"no";"gsheet dplyr reshape2 ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs httr stringr plyr Rcpp curl jsonlite mime openssl stringi cli crayon fansi pillar pkgconfig purrr digest assertthat askpass utf8 sys";33;NA;NA;NA
"spiritR";"0.1.1";"MIT + file LICENSE";"no";"xml2 httr magrittr curl jsonlite mime openssl R6 askpass sys";10;NA;NA;NA
"splancs";"2.01-40";"GPL (>= 2)";"yes";"sp";1;"R-splancs";"splancs_2.01-40.tar.gz";"2.01-40"
"splashr";"0.6.0";"MIT + file LICENSE";"no";"xml2 curl httr dplyr purrr stevedore magick scales formatR openssl stringi HARtools jsonlite lubridate ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs assertthat htmlwidgets htmltools mime Rcpp askpass farver labeling munsell RColorBrewer viridisLite crayon yaml sys digest colorspace cli fansi pillar pkgconfig utf8";45;NA;NA;NA
"splines2";"0.2.8";"GPL (>= 3)";"no";"";0;"R-splines2";"splines2_0.2.8.tar.gz";"0.2.8"
"splinetree";"0.2.0";"MIT + file LICENSE";"no";"mosaic ggplot2 treeClust mclust digest glue gtable isoband rlang scales tibble withr dplyr ggformula mosaicData mosaicCore ggrepel tidyr readr latticeExtra ggdendro gridExtra broom leaflet backports generics purrr reshape2 stringr ellipsis lifecycle magrittr R6 tidyselect vctrs ggstance ggforce Rcpp testthat png jpeg RColorBrewer base64enc crosstalk htmlwidgets htmltools markdown raster sp viridis leaflet.providers lazyeval hms clipr crayon BH farver labeling munsell viridisLite cli fansi pillar pkgconfig stringi assertthat jsonlite tweenr polyclip RcppEigen plyr yaml xfun mime colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";87;NA;NA;NA
"splitFeas";"0.1.0";"MIT + file LICENSE";"no";"corpcor matrixStats";2;"R-splitFeas";"splitFeas_0.1.0.tar.gz";"0.1.0"
"splitfngr";"0.1.2";"GPL-3";"no";"lbfgs Rcpp";2;"R-splitfngr";"splitfngr_0.1.2.tar.gz";"0.1.2"
"splithalf";"0.7.1";"GPL-3";"yes";"tidyr dplyr Rcpp robustbase ggplot2 plyr patchwork ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr DEoptimR purrr stringi testthat farver labeling munsell RColorBrewer viridisLite cli crayon fansi pillar pkgconfig assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";51;NA;NA;NA
"splithalfr";"1.0.10";"GPL-3";"no";"dplyr rlang ellipsis generics glue lifecycle magrittr R6 tibble tidyselect vctrs cli crayon fansi pillar pkgconfig purrr digest assertthat utf8";20;NA;NA;NA
"SplitReg";"1.0.2";"GPL (>= 2)";"yes";"Rcpp RcppArmadillo";2;"R-SplitReg";"SplitReg_1.0.2.tar.gz";"1.0.2"
"splitSelect";"1.0.0";"GPL (>= 2)";"no";"multicool glmnet doParallel foreach mvnfast caret ggplot2 plyr ModelMetrics reshape2 recipes withr pROC iterators shape Rcpp RcppArmadillo BH digest glue gtable isoband rlang scales tibble data.table dplyr generics gower ipred lubridate magrittr purrr tidyr tidyselect timeDate stringr ellipsis lifecycle R6 vctrs prodlim testthat farver labeling munsell RColorBrewer viridisLite stringi cli crayon fansi pillar pkgconfig assertthat colorspace utf8 lava evaluate pkgload praise numDeriv SQUAREM desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";72;NA;NA;NA
"SplitSoftening";"2.0-1";"GPL (>= 2)";"yes";"";0;"R-SplitSoftening";"SplitSoftening_2.0-1.tar.gz";"2.0-1"
"splitstackshape";"1.4.8";"GPL-3";"no";"data.table";1;NA;NA;NA
"splitTools";"0.2.1";"GPL (>= 2)";"no";"";0;"R-splitTools";"splitTools_0.2.1.tar.gz";"0.2.1"
"splm";"1.4-11";"GPL-2";"no";"spdep plm maxLik bdsmatrix ibdreg spam miscTools sandwich zoo lmtest Rdpack Formula dotCall64 sp spData sf deldir LearnBayes coda expm gmodels gdata digest bibtex gbRd classInt DBI magrittr Rcpp units raster stringr e1071 gtools glue stringi";36;NA;NA;NA
"splot";"0.5.0";"GPL (>= 2)";"no";"";0;"R-splot";"splot_0.5.0.tar.gz";"0.5.0"
"spls";"2.2-3";"GPL (>= 2)";"no";"pls";1;"R-spls";"spls_2.2-3.tar.gz";"2.2-3"
"splus2R";"1.2-2";"GPL-2";"yes";"";0;"R-splus2R";"splus2R_1.2-2.tar.gz";"1.2-2"
"splusTimeDate";"2.5.0-142";"BSD_3_clause + file LICENSE";"yes";"";0;"R-splusTimeDate";"splusTimeDate_2.5.0-142.tar.gz";"2.5.0-142"
"splusTimeSeries";"1.5.0-75";"BSD_3_clause + file LICENSE";"yes";"splusTimeDate";1;"R-splusTimeSeries";"splusTimeSeries_1.5.0-75.tar.gz";"1.5.0-75"
"spm";"1.2.0";"GPL (>= 2)";"no";"gstat sp randomForest psy gbm biomod2 ranger raster reshape ggplot2 abind rasterVis pROC mda PresenceAbsence dismo caret ENMeval doParallel foreach earth dplyr tidyr checkmate maxnet purrr rlang gridExtra zoo spacetime FNN Rcpp RcppEigen plyr ModelMetrics reshape2 recipes withr backports iterators ellipsis generics glue lifecycle magrittr R6 tibble tidyselect vctrs Formula plotmo TeachingDemos digest gtable isoband scales glmnet latticeExtra RColorBrewer hexbin viridisLite xts intervals stringi shape testthat png jpeg data.table plotrix gower ipred lubridate timeDate stringr farver labeling munsell cli crayon fansi pillar pkgconfig assertthat prodlim colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi lava numDeriv SQUAREM callr prettyunits processx ps";101;NA;NA;NA
"spm12r";"2.8.1";"GPL-2 | file LICENCE";"no";"R.utils neurobase matlabr oro.nifti git2r stringr abind matrixStats RNifti bitops rticles R.oo R.methodsS3 Rcpp rmarkdown knitr yaml tinytex xfun glue magrittr stringi evaluate highr markdown htmltools base64enc jsonlite mime digest rlang";31;NA;NA;NA
"spMaps";"0.4.0";"GPL (>= 2) | file LICENSE";"no";"sp raster rgeos Rcpp";4;NA;NA;NA
"spMC";"0.3.10";"GPL (>= 2)";"yes";"";0;"R-spMC";"spMC_0.3.10.tar.gz";"0.3.10"
"SPmlficmcm";"1.4";"GPL-2";"no";"nleqslv";1;"R-SPmlficmcm";"SPmlficmcm_1.4.tar.gz";"1.4"
"spmoran";"0.2.0-1";"GPL (>= 2)";"no";"sp fields vegan doParallel foreach ggplot2 spdep rARPACK RColorBrewer iterators spam maps digest glue gtable isoband rlang scales tibble withr RSpectra spData sf deldir LearnBayes coda expm gmodels permute gdata Rcpp testthat RcppEigen farver labeling lifecycle munsell R6 viridisLite classInt DBI magrittr units dotCall64 raster cli crayon ellipsis fansi pillar pkgconfig vctrs e1071 assertthat gtools colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";69;NA;NA;NA
"spnet";"0.9.1-0";"GPL-3";"no";"sp shape";2;"R-spnet";"spnet_0.9.1-0.tar.gz";"0.9.1-0"
"SpNetPrep";"1.1";"GPL-2";"no";"spatstat leaflet shiny sp raster maptools rgdal shinythemes prodlim base64enc crosstalk htmlwidgets htmltools magrittr markdown png RColorBrewer scales viridis leaflet.providers Rcpp lava httpuv mime jsonlite xtable digest R6 sourcetools later promises crayon rlang fastmap spatstat.data spatstat.utils deldir abind tensor polyclip goftest lazyeval yaml BH numDeriv SQUAREM xfun farver labeling lifecycle munsell viridisLite ggplot2 gridExtra glue gtable isoband tibble withr colorspace testthat cli ellipsis fansi pillar pkgconfig vctrs assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";81;NA;NA;NA
"SpNMF";"0.1.1";"GPL-3";"no";"NMF pkgmaker registry rngtools stringr digest gridBase colorspace RColorBrewer foreach doParallel ggplot2 reshape2 BiocManager Biobase iterators glue gtable isoband rlang scales tibble withr stringi magrittr xtable bibtex assertthat plyr Rcpp testthat farver labeling lifecycle munsell R6 viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";57;NA;NA;NA
"spnn";"1.2.1";"GPL (>= 2)";"yes";"Rcpp RcppArmadillo";2;"R-spnn";"spnn_1.2.1.tar.gz";"1.2.1"
"spNNGP";"0.1.4";"GPL (>= 2)";"yes";"coda Formula RANN";3;"R-spNNGP";"spNNGP_0.1.4.tar.gz";"0.1.4"
"spocc";"1.0.8";"MIT + file LICENSE";"no";"rgbif rbison rebird rvertnet ridigbio lubridate crul whisker jsonlite data.table tibble wicket curl R6 urltools httpcode mime generics Rcpp plyr ggplot2 mapproj sp dplyr httr assertthat xml2 magrittr oai geoaxe lazyeval maps cli crayon ellipsis fansi lifecycle pillar pkgconfig rlang vctrs BH glue tidyselect rgeos digest gtable isoband scales withr openssl stringr utf8 triebeard testthat askpass farver labeling munsell RColorBrewer viridisLite stringi purrr sys colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";77;NA;NA;NA
"SPODT";"0.9-1";"GPL (>= 2)";"yes";"rgdal sp tree";3;NA;NA;NA
"spongebob";"0.4.0";"BSD_3_clause + file LICENSE";"no";"";0;"R-spongebob";"spongebob_0.4.0.tar.gz";"0.4.0"
"spongecake";"0.1.2";"GPL-3";"no";"magrittr ggplot2 jpeg plyr digest glue gtable isoband rlang scales tibble withr Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";43;NA;NA;NA
"spork";"0.1.6";"GPL-3";"no";"ggplot2 png latexpdf digest glue gtable isoband rlang scales tibble withr Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";43;NA;NA;NA
"sporm";"1.1";"GPL (>= 2)";"no";"";0;"R-sporm";"sporm_1.1.tar.gz";"1.1"
"sport";"0.2.0";"GPL-2";"yes";"Rcpp data.table ggplot2 digest glue gtable isoband rlang scales tibble withr testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";42;NA;NA;NA
"SportsAnalytics";"0.2";"GPL (>= 2)";"no";"";0;"R-SportsAnalytics";"SportsAnalytics_0.2.tar.gz";"0.2"
"SPOT";"2.0.5";"GPL (>= 2)";"no";"randomForest ranger DEoptim rgenoud plotly rsm nloptr ggplot2 digest glue gtable isoband rlang scales tibble withr httr jsonlite magrittr viridisLite base64enc htmltools htmlwidgets tidyr hexbin RColorBrewer dplyr lazyeval crosstalk purrr data.table promises Rcpp RcppEigen estimability R6 ellipsis generics lifecycle tidyselect vctrs yaml curl mime openssl testthat later farver labeling munsell cli crayon fansi pillar pkgconfig stringi assertthat BH colorspace askpass utf8 evaluate pkgload praise sys desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";74;NA;NA;NA
"spotGUI";"0.2.1";"GPL (>= 2)";"no";"shinyBS smoof shiny shinydashboard SPOT gridExtra shinyjs rhandsontable XML rclipboard plotly httpuv gtable Rcpp R6 promises later BH ggplot2 scales httr jsonlite magrittr digest viridisLite base64enc htmltools htmlwidgets tidyr hexbin RColorBrewer dplyr tibble lazyeval rlang crosstalk purrr data.table mime xtable sourcetools crayon fastmap ParamHelpers checkmate BBmisc plot3D mco RJSONIO RcppArmadillo randomForest ranger DEoptim rgenoud rsm nloptr backports ellipsis generics glue lifecycle tidyselect vctrs isoband withr yaml curl openssl fastmatch misc3d RcppEigen estimability farver labeling munsell cli fansi pillar pkgconfig stringi assertthat testthat colorspace askpass utf8 sys evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";97;NA;NA;NA
"spp";"1.16.0";"GPL-2";"yes";"Rcpp Rsamtools caTools BH bitops";5;NA;NA;NA
"SPPcomb";"0.1";"GPL";"no";"nleqslv";1;"R-SPPcomb";"SPPcomb_0.1.tar.gz";"0.1"
"sppmix";"1.0.2";"GPL (>= 2)";"yes";"Rcpp spatstat rgl fields mvtnorm ggplot2 RcppArmadillo spam maps digest glue gtable isoband rlang scales tibble withr htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget spatstat.data spatstat.utils deldir abind tensor polyclip goftest lazyeval R6 yaml testthat evaluate highr markdown stringr xfun miniUI base64enc webshot farver labeling lifecycle munsell RColorBrewer viridisLite httpuv mime xtable sourcetools later promises crayon fastmap dotCall64 cli ellipsis fansi pillar pkgconfig vctrs assertthat BH colorspace utf8 stringi pkgload praise callr processx desc pkgbuild rprojroot rstudioapi prettyunits ps backports";81;NA;NA;NA
"spray";"1.0-9";"GPL (>= 2)";"yes";"Rcpp partitions magic abind gmp polynom sets";7;NA;NA;NA
"spread";"2019.8.5";"GPL-3";"yes";"Rcpp RcppProgress data.table fhidata stringr readxl zoo cellranger tibble progress glue magrittr stringi rematch hms prettyunits R6 crayon cli ellipsis fansi lifecycle pillar pkgconfig rlang vctrs assertthat utf8 digest";29;NA;NA;NA
"spreadr";"0.1.0";"GPL-3";"yes";"Rcpp igraph extrafont ggplot2 extrafontdb Rttf2pt1 digest glue gtable isoband rlang scales tibble withr magrittr pkgconfig testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";45;NA;NA;NA
"SPREDA";"1.1";"GPL-2";"no";"";0;"R-SPREDA";"SPREDA_1.1.tar.gz";"1.1"
"SPreFuGED";"1.0";"GPL (>= 2)";"no";"Biobase CMA lme4 limma mvtnorm minqa nloptr statmod Rcpp RcppEigen";10;NA;NA;NA
"SPreg";"1.0";"GPL-3";"no";"sn ucminf mnormt numDeriv quantreg tmvnsim SparseM MatrixModels";8;NA;NA;NA
"sprex";"1.4.1";"GNU General Public License";"no";"swfscMisc dplyr ggplot2 ggrepel mapdata magrittr tibble maps reshape2 rlang spatstat tidyr ellipsis generics glue lifecycle R6 tidyselect vctrs digest gtable isoband scales withr Rcpp plyr stringr spatstat.data spatstat.utils deldir abind tensor polyclip goftest cli crayon fansi pillar pkgconfig purrr stringi assertthat testthat utf8 farver labeling munsell RColorBrewer viridisLite colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";62;NA;NA;NA
"sprintr";"0.9.0";"GPL-3";"yes";"Rcpp glmnet RcppArmadillo foreach shape iterators";6;NA;NA;NA
"sprm";"1.2.2";"GPL (>= 3)";"no";"ggplot2 cvTools pcaPP reshape2 robustbase digest glue gtable isoband rlang scales tibble withr mvtnorm plyr Rcpp stringr DEoptimR testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite magrittr stringi cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";50;NA;NA;NA
"sprsmdl";"0.1-0";"GPL-2";"no";"";0;"R-sprsmdl";"sprsmdl_0.1-0.tar.gz";"0.1-0"
"SPRT";"1.0";"BSD_2_clause + file LICENSE";"no";"";0;"R-SPRT";"SPRT_1.0.tar.gz";"1.0"
"spsann";"2.2.0";"GPL (>= 2)";"yes";"pedometrics Rcpp sp SpatialTools latticeExtra spBayes RcppArmadillo png jpeg RColorBrewer coda magic Formula abind";14;NA;NA;NA
"spselect";"0.0.1";"GPL (>= 2)";"no";"tester magic pracma abind";4;"R-spselect";"spselect_0.0.1.tar.gz";"0.0.1"
"spsh";"1.1.0";"GPL (>= 2)";"no";"DEoptim lhs pracma FME hypergeo Rdpack deSolve rootSolve coda minpack.lm minqa elliptic contfrac Rcpp bibtex gbRd stringr glue magrittr stringi";20;NA;NA;NA
"spsi";"0.1";"GPL (>= 2.0)";"no";"plot3D misc3d";2;NA;NA;NA
"SPSL";"0.1-9";"GPL-3";"no";"";0;"R-SPSL";"SPSL_0.1-9.tar.gz";"0.1-9"
"spsur";"1.0.1.3";"GPL-3";"no";"Formula gmodels minqa numDeriv sparseMVN spatialreg spdep gdata Rcpp spData expm coda LearnBayes sp sf deldir gtools classInt DBI magrittr units raster e1071";23;NA;NA;NA
"spsurv";"1.0.0";"GPL-3";"yes";"loo coda Rcpp rstan rstantools BH RcppEigen StanHeaders checkmate matrixStats ggplot2 inline gridExtra pkgbuild desc RcppParallel backports assertthat R6 crayon rprojroot digest glue gtable isoband rlang scales tibble withr callr cli prettyunits processx fansi testthat farver labeling lifecycle munsell RColorBrewer viridisLite ellipsis magrittr pillar pkgconfig vctrs colorspace utf8 ps evaluate pkgload praise rstudioapi";53;NA;NA;NA
"spsurvey";"4.1.2";"GPL (>= 3)";"no";"sf sp crossdes deldir Hmisc rgeos AlgDesign gtools Formula ggplot2 latticeExtra acepack gtable gridExtra data.table htmlTable viridis htmltools base64enc classInt DBI magrittr Rcpp units e1071 digest glue isoband rlang scales tibble withr stringr knitr checkmate htmlwidgets rstudioapi png jpeg RColorBrewer viridisLite backports jsonlite yaml testthat evaluate highr markdown xfun farver labeling lifecycle munsell R6 stringi cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat mime colorspace utf8 pkgload praise desc pkgbuild rprojroot callr prettyunits processx ps";75;NA;NA;NA
"spt";"2.5.1";"Unlimited";"yes";"";0;"R-spt";"spt_2.5.1.tar.gz";"2.5.1"
"spTDyn";"2.0.1";"GPL (>= 2)";"yes";"spTimer coda sp spacetime zoo xts intervals extraDistr Rcpp";9;NA;NA;NA
"spThin";"0.2.0";"GPL-3";"no";"spam fields knitr maps evaluate highr markdown stringr yaml xfun dotCall64 mime glue magrittr stringi";15;NA;NA;NA
